N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,5.0,1.0338953100711687,1e-05,edge_flip,16,0.2,0.02,0.2,0.20203974843025208,0.01361209899187088,0.22608265280723572
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,17,0.2,0.02,0.2,0.0002020938991336152,0.9997573494911194,0.00020839707576669753
100,5.0,1.0338953100711687,1e-05,gaussian,17,0.2,0.02,0.2,0.21939143538475037,0.020802125334739685,0.22462569177150726
100,5.0,1.0338953100711687,1e-05,edge_flip,17,0.2,0.02,0.2,0.2071918100118637,0.0,0.21577855944633484
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,18,0.2,0.02,0.2,0.00021525016927625984,0.9997709393501282,0.00021425056911539286
100,5.0,1.0338953100711687,1e-05,gaussian,18,0.2,0.02,0.2,0.1907903552055359,0.024196509271860123,0.20095793902873993
100,5.0,1.0338953100711687,1e-05,edge_flip,18,0.2,0.02,0.2,0.17112745344638824,0.0026725789066404104,0.22780001163482666
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,19,0.2,0.02,0.2,0.00019504381634760648,0.9997541904449463,0.00019378111755941063
100,5.0,1.0338953100711687,1e-05,gaussian,19,0.2,0.02,0.2,0.2007198929786682,0.019167089834809303,0.21786411106586456
100,5.0,1.0338953100711687,1e-05,edge_flip,19,0.2,0.02,0.2,0.18658360838890076,0.01361209899187088,0.23466940224170685
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.00020130383200012147,0.9997618198394775,0.00019762251758947968
100,10.0,0.5431122541136532,1e-05,gaussian,0,0.2,0.02,0.2,0.20553329586982727,0.009021835401654243,0.2311186045408249
100,10.0,0.5431122541136532,1e-05,edge_flip,0,0.2,0.02,0.2,0.19665563106536865,0.032202959060668945,0.27364659309387207
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.00020689914526883513,0.999762237071991,0.00019463787612039596
100,10.0,0.5431122541136532,1e-05,gaussian,1,0.2,0.02,0.2,0.1845460832118988,0.009348297491669655,0.23298071324825287
100,10.0,0.5431122541136532,1e-05,edge_flip,1,0.2,0.02,0.2,0.19357599318027496,0.060874391347169876,0.19049635529518127
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.00020879317889921367,0.9997530579566956,0.0002103351434925571
100,10.0,0.5431122541136532,1e-05,gaussian,2,0.2,0.02,0.2,0.20903949439525604,0.023929297924041748,0.2364538460969925
100,10.0,0.5431122541136532,1e-05,edge_flip,2,0.2,0.02,0.2,0.21513347327709198,0.026166869327425957,0.22745202481746674
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.00019541765504982322,0.9997645616531372,0.0002020795946009457
100,10.0,0.5431122541136532,1e-05,gaussian,3,0.2,0.02,0.2,0.19135375320911407,0.012537678703665733,0.2483670562505722
100,10.0,0.5431122541136532,1e-05,edge_flip,3,0.2,0.02,0.2,0.1566203385591507,0.0,0.19049635529518127
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,4,0.2,0.02,0.2,0.00022787056514061987,0.9997625350952148,0.0002257674204884097
100,10.0,0.5431122541136532,1e-05,gaussian,4,0.2,0.02,0.2,0.16606390476226807,0.021655075252056122,0.215749591588974
100,10.0,0.5431122541136532,1e-05,edge_flip,4,0.2,0.02,0.2,0.19665563106536865,0.06540145725011826,0.14122214913368225
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,5,0.2,0.02,0.2,0.00021050413488410413,0.9997649788856506,0.00020698462321888655
100,10.0,0.5431122541136532,1e-05,gaussian,5,0.2,0.02,0.2,0.21562662720680237,0.021258298307657242,0.24702762067317963
100,10.0,0.5431122541136532,1e-05,edge_flip,5,0.2,0.02,0.2,0.17817780375480652,0.0,0.12274432182312012
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,6,0.2,0.02,0.2,0.00020369119010865688,0.9997513890266418,0.00020874278561677784
100,10.0,0.5431122541136532,1e-05,gaussian,6,0.2,0.02,0.2,0.18584266304969788,0.01670859009027481,0.21733254194259644
100,10.0,0.5431122541136532,1e-05,edge_flip,6,0.2,0.02,0.2,0.21513347327709198,0.03673002868890762,0.19357599318027496
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,7,0.2,0.02,0.2,0.00019948111730627716,0.9997568726539612,0.00020189087081234902
