N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,5.0,1.0338953100711687,1e-05,gaussian,1,0.2,0.02,0.2,0.2356136292219162,0.01280984003096819,0.21718303859233856
100,5.0,1.0338953100711687,1e-05,edge_flip,1,0.2,0.02,0.2,0.2672990560531616,0.0,0.17112745344638824
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.21009103953838348,0.050555270165205,0.24227871000766754
100,5.0,1.0338953100711687,1e-05,gaussian,2,0.2,0.02,0.2,0.1853736937046051,0.016886958852410316,0.19167949259281158
100,5.0,1.0338953100711687,1e-05,edge_flip,2,0.2,0.02,0.2,0.15738865733146667,0.023710118606686592,0.18314890563488007
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.1926688849925995,0.023112457245588303,0.25056272745132446
100,5.0,1.0338953100711687,1e-05,gaussian,3,0.2,0.02,0.2,0.1926405280828476,0.040823228657245636,0.18346630036830902
100,5.0,1.0338953100711687,1e-05,edge_flip,3,0.2,0.02,0.2,0.18658360838890076,0.04895516484975815,0.18658360838890076
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,4,0.2,0.02,0.2,0.17961247265338898,0.027204450219869614,0.2094239592552185
100,5.0,1.0338953100711687,1e-05,gaussian,4,0.2,0.02,0.2,0.20941957831382751,0.009570591151714325,0.20186886191368103
100,5.0,1.0338953100711687,1e-05,edge_flip,4,0.2,0.02,0.2,0.1951703578233719,0.0,0.2071918100118637
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,5,0.2,0.02,0.2,0.23305465281009674,0.030460752546787262,0.21285642683506012
100,5.0,1.0338953100711687,1e-05,gaussian,5,0.2,0.02,0.2,0.17455312609672546,0.021670302376151085,0.19854256510734558
100,5.0,1.0338953100711687,1e-05,edge_flip,5,0.2,0.02,0.2,0.18143154680728912,0.014453601092100143,0.24325615167617798
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,6,0.2,0.02,0.2,0.154444620013237,0.032585255801677704,0.24463222920894623
100,5.0,1.0338953100711687,1e-05,gaussian,6,0.2,0.02,0.2,0.1758965402841568,0.01405955571681261,0.19691380858421326
100,5.0,1.0338953100711687,1e-05,edge_flip,6,0.2,0.02,0.2,0.172844797372818,0.028759127482771873,0.17971420288085938
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,7,0.2,0.02,0.2,0.22089950740337372,0.022145908325910568,0.2169218212366104
100,5.0,1.0338953100711687,1e-05,gaussian,7,0.2,0.02,0.2,0.17733082175254822,0.0264365766197443,0.20229001343250275
